date, pm25, pm10, o3, no2, so2, co
2015/4/17, 78, 29, 42, 16, 6, 
2015/4/18, 61, 36, 29, 36, 8, 
2015/4/19, 82, 36, 17, 25, 4, 
2015/4/20, 72, 9, 24, 18, 2, 
2015/4/21, 20, 21, 35, 27, 4, 
2015/4/22, 58, 32, 37, 34, 8, 
2015/4/23, 75, 28, 36, 30, 10, 
2015/4/24, 71, 30, 53, 17, 3, 
2015/4/25, 75, 29, 47, 16, 5, 
2015/4/26, 72, 41, 40, 34, 11, 
2015/4/27, 92, 47, 31, 39, 13, 
2015/4/28, 105, 24, 39, 21, 12, 
2015/4/29, 62, 15, 34, 22, 3, 
2015/4/30, 41, 13, 43, 28, 4, 
2015/5/1, 38, 15, 49, 22, 6, 
2015/5/2, 45, 17, 43, 11, 5, 
2015/5/3, 45, 19, 27, 8, 3, 
2015/5/4, 46, 18, 42, 7, 2, 
2015/5/5, 44, 21, 41, 20, 5, 
2015/5/6, 55, 23, 39, 27, 7, 
2015/5/7, 57, 30, 52, 31, 9, 
2015/5/8, 72, 26, 28, 34, 9, 
2015/5/9, 68, 20, 47, 7, 1, 
2015/5/10, 53, 13, 37, 17, 6, 
2015/5/11, 40, 25, 34, 17, 5, 
2015/5/12, 50, 31, 43, 19, 5, 
2015/5/13, 43, 37, 42, 38, 12, 
2015/5/14, 80, 37, 50, 34, 7, 
2015/5/15, 75, 34, 30, 25, 5, 
2015/5/16, 67, 36, 57, 11, 4, 
2015/5/17, 66, 28, 34, 23, 7, 
2015/5/18, 57, 23, 28, 28, 7, 
2015/5/19, 46, 24, 43, 27, 5, 
2015/5/20, 51, 18, 49, 15, 5, 
2015/5/21, 42, 22, 41, 26, 9, 
2015/5/22, 54, 25, 49, 30, 8, 
2015/5/23, 61, 15, 52, 12, 6, 
2015/5/24, 43, 16, 34, 22, 3, 
2015/5/25, 36, 25, 49, 28, 6, 
2015/5/26, 61, 31, 73, 31, 7, 
2015/5/27, 77, 28, 43, 20, 5, 
2015/5/28, 64, 18, 28, 20, 2, 
2015/5/29, 38, 22, 53, 19, 7, 
2015/5/30, 43, 33, 57, 23, 5, 
2015/5/31, 68, 17, 42, 20, 5, 
2015/6/1, 47, 21, 28, 27, 10, 
2015/6/2, 56, 22, 22, 31, 6, 
2015/6/3, 53, 11, 38, 13, 3, 
2015/6/4, 27, 13, 22, 25, 3, 
2015/6/5, 34, 11, 39, 16, 3, 
2015/6/6, 24, 14, 40, 13, 5, 
2015/6/7, 41, 14, 26, 18, 7, 
2015/6/8, 38, 10, 23, 21, 4, 
2015/6/9, 21, 18, 36, 27, 7, 
2015/6/10, 44, 18, 29, 29, 8, 
2015/6/11, 48, 24, 24, 32, 6, 
2015/6/12, 58, 36, 52, 25, 8, 
2015/6/13, 79, 36, 41, 19, 8, 
2015/6/14, 79, 39, 48, 34, 10, 
2015/6/15, 84, 40, 26, 38, 12, 
2015/6/16, 89, 22, 32, 25, 3, 
2015/6/17, 56, 23, 27, 18, 3, 
2015/6/18, 52, 13, 26, 19, 1, 
2015/6/19, 22, 13, 44, 17, 7, 
2015/6/20, 33, 15, 28, 18, 5, 
2015/6/21, 35, 18, 27, 30, 8, 
2015/6/22, 41, 19, 25, 24, 8, 
2015/6/23, 48, 22, 71, 27, 6, 
2015/6/24, 56, 22, 31, 23, 6, 
2015/6/25, 57, 15, 23, 26, 5, 
2015/6/26, 36, 14, 21, 30, 6, 
2015/6/27, 28, 22, 39, 19, 5, 
2015/6/28, 44, 15, 25, 17, 6, 
2015/6/29, 40, 18, 22, 21, 7, 
2015/6/30, 39, 17, 11, 32, 4, 
2015/1/1, 20, 7, 22, 18, 4, 
2015/1/2, 26, 5, 26, 11, 3, 
2015/1/3, 17, 12, 15, 27, 3, 
2015/1/4, 42, 22, 16, 35, 8, 
2015/1/5, 67, 18, 25, 20, 5, 
2015/1/6, 47, 5, 25, 13, 1, 
2015/1/7, 13, 8, 24, 11, 2, 
2015/1/8, 25, 7, 24, 12, 1, 
2015/1/9, 20, 5, 26, 12, , 
2015/1/10, 15, 8, 24, 12, 4, 
2015/1/11, 28, 4, 27, 7, 2, 
2015/1/12, 14, 7, 22, 18, 2, 
2015/1/13, 18, 25, 12, 44, 8, 
2015/1/14, 72, 37, 10, 36, 3, 
2015/1/15, 101, 14, 22, 27, 6, 
2015/1/16, 48, 12, 28, 19, 2, 
2015/1/17, 39, 5, 28, 9, 2, 
2015/1/18, 22, 13, 20, 29, 2, 
2015/1/19, 48, 14, 26, 15, 3, 
2015/1/20, 54, 17, 15, 27, 2, 
2015/1/21, 63, 18, 9, 29, , 
2015/1/22, 64, 7, 26, 19, 1, 
2015/1/23, 24, 11, 24, 26, 7, 
2015/1/24, 41, 18, 25, 25, 2, 
2015/1/25, 62, 26, 12, 37, 10, 
2015/1/26, 79, 26, 23, 26, 4, 
2015/1/27, 74, 5, 23, 13, 2, 
2015/1/28, 19, 8, 19, 23, 4, 
2015/1/29, 34, 12, 12, 25, 1, 
2015/1/30, 54, 8, 27, 15, , 
2015/1/31, 32, 6, 31, 5, 1, 
2015/2/1, 24, 6, 26, 9, , 
2015/2/2, 24, 9, 20, 21, 2, 
2015/2/3, 34, 12, 18, 28, 3, 
2015/2/4, 47, 10, 17, 27, , 
2015/2/5, 45, 14, 22, 21, 3, 
2015/2/6, 52, 10, 21, 24, 3, 
2015/2/7, 37, 22, 18, 24, 3, 
2015/2/8, 78, 11, 22, 22, 5, 
2015/2/9, 41, 10, 14, 30, 6, 
2015/2/10, 37, 20, 20, 31, 7, 
2015/2/11, 65, 35, 10, 48, 6, 
2015/2/12, 101, 19, 24, 22, 2, 
2015/2/13, 54, 8, 28, 16, 4, 
2015/2/14, 28, 12, 37, 13, 2, 
2015/2/15, 42, 14, 29, 32, 11, 
2015/2/16, 45, 16, 16, 29, 2, 
2015/2/17, 54, 7, 19, 20, , 
2015/2/18, 32, 10, 20, 26, 2, 
2015/2/19, 39, 12, 20, 25, 2, 
2015/2/20, 42, 13, 25, 20, 4, 
2015/2/21, 47, 26, 18, 27, 3, 
2015/2/22, 81, 42, 19, 31, 3, 
2015/2/23, 83, 39, 15, 31, 2, 
2015/2/24, 81, 46, 23, 22, 3, 
2015/2/25, 80, 31, 19, 27, 1, 
2015/2/26, 66, 12, 29, 23, 2, 
2015/2/27, 39, 12, 30, 15, 6, 
2015/2/28, 41, 14, 27, 19, 3, 
2015/3/1, 47, 9, 31, 13, 4, 
2015/3/2, 38, 17, 19, 28, 2, 
2015/3/3, 54, 14, 19, 30, 6, 
2015/3/4, 51, 11, 29, 17, 1, 
2015/3/5, 40, 9, 27, 19, 1, 
2015/3/6, 31, 12, 29, 18, 1, 
2015/3/7, 47, 12, 26, 10, , 
2015/3/8, 46, 7, 20, 22, , 
2015/3/9, 27, 4, 28, 14, 2, 
2015/3/10, 16, 7, 29, 12, 3, 
2015/3/11, 25, 14, 33, 13, 3, 
2015/3/12, 43, 18, 28, 27, 7, 
2015/3/13, 54, 18, 34, 20, 4, 
2015/3/14, 61, 21, 31, 22, 6, 
2015/3/15, 68, 41, 18, 38, 7, 
2015/3/16, 108, 39, 25, 36, 7, 
2015/3/17, 101, 35, 31, 34, 6, 
2015/3/18, 81, 47, 21, 35, 3, 
2015/3/19, 110, 20, 26, 28, 3, 
2015/3/20, 61, 20, 30, 20, 6, 
2015/3/21, 62, 28, 39, 18, 6, 
2015/3/22, 79, 27, 37, 20, 3, 
2015/3/23, 66, 6, 33, 10, , 
2015/3/24, 22, 6, 31, 10, 2, 
2015/3/25, 24, 13, 32, 17, 4, 
2015/3/26, 42, 20, 27, 37, 9, 
2015/3/27, 62, 27, 33, 40, 9, 
2015/3/28, 74, 22, 36, 24, 7, 
2015/3/29, 64, 29, 33, 34, 8, 
2015/3/30, 77, 33, 39, 25, 8, 
2015/3/31, 84, 42, 42, 33, 5, 
2014/10/1, 63, 20, 17, 26, 7, 
2014/10/2, 56, 20, 20, 21, 6, 
2014/10/3, 57, 21, 27, 22, 3, 
2014/10/4, 54, 12, 25, 9, 1, 
2014/10/5, 27, 9, 20, 15, 2, 
2014/10/6, 18, 9, 23, 17, 2, 
2014/10/7, 26, 12, 24, 26, 3, 
2014/10/8, 43, 16, 16, 31, 5, 
2014/10/9, 49, 15, 20, 32, 7, 
2014/10/10, 51, 22, 31, 20, 3, 
2014/10/11, 61, 20, 36, 10, 3, 
2014/10/12, 60, 24, 20, 22, 2, 
2014/10/13, 63, 14, 32, 9, 1, 
2014/10/14, 26, 10, 21, 20, , 
2014/10/15, 28, 14, 16, 24, 5, 
2014/10/16, 40, 18, 29, 22, 2, 
2014/10/17, 50, 16, 28, 23, 6, 
2014/10/18, 50, 21, 43, 20, 5, 
2014/10/19, 62, 25, 22, 35, 7, 
2014/10/20, 68, 24, 10, 32, 4, 
2014/10/21, 63, 17, 17, 23, 3, 
2014/10/22, 38, 13, 15, 20, 2, 
2014/10/23, 38, 17, 18, 28, 6, 
2014/10/24, 53, 26, 19, 39, 8, 
2014/10/25, 69, 26, 25, 31, 9, 
2014/10/26, 69, 25, 21, 29, 5, 
2014/10/27, 61, 11, 29, 12, 2, 
2014/10/28, 41, 18, 26, 28, 7, 
2014/10/29, 55, 25, 14, 45, 9, 
2014/10/30, 71, 39, 8, 51, 8, 
2014/10/31, 100, 41, 6, 36, 1, 
2014/11/1, 98, 17, 26, 15, 5, 
2014/11/2, 47, 11, 30, 12, 2, 
2014/11/3, 28, 9, 21, 21, 3, 
2014/11/4, 29, 15, 4, 27, 1, 
2014/11/5, 45, 17, , , , 
2014/11/6, 47, 14, 12, 21, 1, 
2014/11/7, 42, 23, 12, 24, 2, 
2014/11/8, 69, 27, 12, 20, 2, 
2014/11/9, 74, 17, 18, 26, 2, 
2014/11/10, 56, 21, 12, 29, 2, 
2014/11/11, 66, 31, 6, 38, 3, 
2014/11/12, 85, 14, 26, 21, 3, 
2014/11/13, 49, 9, 15, 29, 7, 
2014/11/14, 37, 7, 21, 16, 1, 
2014/11/15, 29, 10, 27, 14, 7, 
2014/11/16, 38, 18, 14, 31, 6, 
2014/11/17, 63, 14, 27, 17, 2, 
2014/11/18, 49, 10, 25, 20, 4, 
2014/11/19, 39, 20, 9, 32, 1, 
2014/11/20, 64, 17, 9, 35, 2, 
2014/11/21, 63, 23, 10, 42, 4, 
2014/11/22, 74, 19, 30, 20, 2, 
2014/11/23, 63, 27, 20, 25, 4, 
2014/11/24, 75, 24, 10, 31, 3, 
2014/11/25, 66, 4, 19, 14, 1, 
2014/11/26, 15, 10, 16, 33, 2, 
2014/11/27, 33, 23, , 46, 7, 
2014/11/28, 69, 29, 3, 36, 3, 
2014/11/29, 81, 13, 22, 17, 3, 
2014/11/30, 42, 12, 3, 32, 3, 
2014/12/1, 42, 7, 24, 14, 3, 
2014/12/2, 21, 8, 22, 15, 6, 
2014/12/3, 26, 20, 18, 32, 3, 
2014/12/4, 58, 9, 15, 25, 3, 
2014/12/5, 36, 6, 15, 21, 2, 
2014/12/6, 24, 5, 22, 12, , 
2014/12/7, 17, 17, 7, 37, 7, 
2014/12/8, 60, 14, 22, 23, 2, 
2014/12/9, 51, 14, 21, 28, 8, 
2014/12/10, 50, 37, 9, 36, 5, 
2014/12/11, 107, , 15, 26, 2, 
2014/12/13, 30, 6, 20, 12, 2, 
2014/12/14, 22, 10, 13, 25, 4, 
2014/12/15, 38, 15, 12, 29, 2, 
2014/12/16, 55, 8, 21, 16, 5, 
2014/12/17, 20, 4, 21, 14, 2, 
2014/12/18, 13, 9, 15, 27, 7, 
2014/12/19, 31, 29, 2, 40, 5, 
2014/12/20, 91, 9, 19, 19, 2, 
2014/12/21, 31, 9, 18, 22, 3, 
2014/12/22, 29, 6, 22, 14, 2, 
2014/12/23, 21, 27, 10, 46, 5, 
2014/12/24, 81, 13, 18, 26, 3, 
2014/12/25, 39, 6, 18, 19, 3, 
2014/12/26, 19, 7, 23, 12, 2, 
2014/12/27, 22, 25, 16, 25, 2, 
2014/12/28, 77, , , , , 
2014/7/1, 51, 20, 47, 24, 7, 
2014/7/2, 59, 37, 19, 25, 8, 
2014/7/3, 84, 13, 23, 24, 3, 
2014/7/4, 31, 11, 27, 14, 1, 
2014/7/5, 30, 19, 33, 15, 7, 
2014/7/6, 56, 17, 18, 26, 6, 
2014/7/7, 41, 22, 48, 30, 6, 
2014/7/8, 63, 23, 22, 32, 6, 
2014/7/9, 52, 24, 2, 15, 5, 
2014/7/10, 47, 21, 23, 22, 3, 
2014/7/11, 45, 18, 47, 21, 6, 
2014/7/12, 56, 40, 29, 30, 16, 
2014/7/13, 85, 33, 18, 27, 10, 
2014/7/14, 71, 25, 60, 24, 7, 
2014/7/15, 72, 47, 33, 34, 15, 
2014/7/16, 98, 26, 37, 23, 8, 
2014/7/17, 66, 19, 20, 23, 4, 
2014/7/18, 49, 19, 28, 20, 5, 
2014/7/19, 52, 12, 40, 12, 4, 
2014/7/20, 39, 20, 33, 15, 6, 
2014/7/21, 55, 36, 20, 26, 9, 
2014/7/22, 81, 53, 38, 47, 15, 
2014/7/23, 109, 56, 72, 42, 17, 
2014/7/24, 110, 40, 38, 32, 7, 
2014/7/25, 91, 48, 37, 29, 11, 
2014/7/26, 96, 29, 25, 14, 6, 
2014/7/27, 69, 16, 33, 21, 6, 
2014/7/28, 53, 24, 33, 21, 6, 
2014/7/29, 72, 28, 31, 20, 6, 
2014/7/30, 74, 27, 24, 23, 7, 
2014/7/31, 71, 23, 13, 23, 10, 
2014/8/1, 64, 26, 51, 31, 9, 
2014/8/2, 71, 18, 25, 18, 7, 
2014/8/3, 64, 10, 7, 10, 5, 
2014/8/4, 43, 16, 10, 9, 5, 
2014/8/5, 50, 16, 15, 10, 3, 
2014/8/6, 55, 16, 13, 14, 4, 
2014/8/7, 56, 17, 12, 21, 6, 
2014/8/8, 59, 17, 23, 14, 2, 
2014/8/9, 52, 20, 22, 6, 4, 
2014/8/10, 39, 28, 20, 12, 3, 
2014/8/11, 63, 23, 21, 18, 4, 
2014/8/12, 56, 21, 38, 19, 6, 
2014/8/13, 56, 44, 31, 25, 6, 
2014/8/14, 81, 18, 10, 8, 5, 
2014/8/15, 53, 20, 14, 9, 3, 
2014/8/16, 49, 32, 28, 12, 6, 
2014/8/17, 67, 20, 14, 16, 4, 
2014/8/18, 57, 14, 11, 13, 6, 
2014/8/19, 52, 30, 22, 33, 16, 
2014/8/20, 72, 30, 18, 31, 11, 
2014/8/21, 69, 28, 14, 29, 12, 
2014/8/22, 67, 13, 8, 18, 5, 
2014/8/23, 47, 13, 19, 15, 5, 
2014/8/24, 48, 20, 23, 22, 4, 
2014/8/25, 61, 31, 21, 27, 5, 
2014/8/26, 70, 13, 18, 17, , 
2014/8/27, 30, 8, 8, 22, , 
2014/8/28, 22, 11, 11, 23, 2, 
2014/8/29, 32, 10, 26, 15, 1, 
2014/8/30, 27, 11, 28, 9, 2, 
2014/8/31, 31, 12, 16, 19, 1, 
2014/9/1, 27, 11, 30, 19, 3, 
2014/9/2, 25, 15, 31, 17, 3, 
2014/9/3, 41, 18, 20, 28, 5, 
2014/9/4, 53, 18, 13, 27, 11, 
2014/9/5, 52, 29, 31, 19, 4, 
2014/9/6, 70, 16, 26, 11, 2, 
2014/9/7, 39, 20, 14, 31, 2, 
2014/9/8, 54, 18, 25, 18, , 
2014/9/9, 52, 19, 24, 27, 5, 
2014/9/10, 54, 23, 8, 34, 3, 
2014/9/11, 56, 16, 33, 27, 6, 
2014/9/12, 52, 15, 32, 21, 3, 
2014/9/13, 49, 14, 39, 10, 5, 
2014/9/14, 51, 14, 36, 17, 5, 
2014/9/15, 47, 25, 34, 30, 7, 
2014/9/16, 68, 16, 22, 19, 3, 
2014/9/17, 50, 13, 23, 16, 1, 
2014/9/18, 44, 15, 18, 32, 11, 
2014/9/19, 50, 17, 17, 24, 2, 
2014/9/20, 52, 14, 38, 12, 3, 
2014/9/21, 51, 19, 36, 28, 6, 
2014/9/22, 61, 17, 40, 18, 5, 
2014/9/23, 59, 21, 22, 29, 6, 
2014/9/24, 59, 20, 29, 20, 3, 
2014/9/25, 45, 11, 29, 19, 1, 
2014/9/26, 36, 15, 26, 12, , 
2014/9/27, 45, 20, 31, 8, , 
2014/9/28, 57, 21, 33, 21, 5, 
2014/9/29, 66, 29, 33, 38, 9, 
2014/9/30, 76, 26, 14, 30, 10, 
2014/4/1, 61, 17, 28, 33, 6, 
2014/4/2, 59, 19, 10, 37, 1, 
2014/4/3, 47, 11, 40, 21, 3, 
2014/4/4, 32, 6, 32, 14, 5, 
2014/4/5, 25, 10, 38, 8, 1, 
2014/4/6, 38, 13, 32, 22, 10, 
2014/4/7, 44, 33, 20, 58, 11, 
2014/4/8, 95, 30, 39, 32, 4, 
2014/4/9, 80, 33, 43, 40, 8, 
2014/4/10, 84, 18, 42, 16, 6, 
2014/4/11, 59, 19, 43, 17, 4, 
2014/4/12, 66, 20, 48, 18, 3, 
2014/4/13, 67, 16, 37, 24, 4, 
2014/4/14, 55, 20, 41, 28, 6, 
2014/4/15, 62, 40, 49, 44, 10, 
2014/4/16, 98, 42, 43, 31, 8, 
2014/4/17, 101, 30, 27, 23, 4, 
2014/4/18, 78, 18, 36, 16, 2, 
2014/4/19, 60, 12, 36, 9, 4, 
2014/4/20, 45, 25, 20, 29, 7, 
2014/4/21, 62, 19, 25, 26, 3, 
2014/4/22, 49, 24, 40, 27, 4, 
2014/4/23, 64, 23, 45, 27, 4, 
2014/4/24, 66, 31, 41, 31, 8, 
2014/4/25, 80, 27, 45, 25, 6, 
2014/4/26, 73, 21, 47, 18, 7, 
2014/4/27, 62, 16, 40, 19, 5, 
2014/4/28, 55, 23, 40, 22, 6, 
2014/4/29, 68, 25, 31, 29, 3, 
2014/4/30, 56, 26, 35, 23, 6, 
2014/5/1, 57, 19, 40, 26, 4, 
2014/5/2, 60, 33, 52, 27, 8, 
2014/5/3, 85, 19, 50, 8, 3, 
2014/5/4, 64, 27, 46, 14, 5, 
2014/5/5, 69, 20, 48, 8, 1, 
2014/5/6, 51, 19, 38, 23, 5, 
2014/5/7, 61, 20, 39, 21, 8, 
2014/5/8, 59, 17, 39, 19, 4, 
2014/5/9, 52, 13, 50, 15, 4, 
2014/5/10, 51, 14, 54, 12, 6, 
2014/5/11, 55, 21, 42, 21, 8, 
2014/5/12, 61, 20, 41, 26, 3, 
2014/5/13, 53, 43, 42, 40, 8, 
2014/5/14, 99, 33, 36, 40, 8, 
2014/5/15, 81, 17, 44, 23, 4, 
2014/5/16, 51, 8, 52, 12, 3, 
2014/5/17, 34, 12, 52, 13, 4, 
2014/5/18, 41, 21, 45, 25, 6, 
2014/5/19, 63, 41, 45, 38, 12, 
2014/5/20, 96, 21, 33, 20, 5, 
2014/5/21, 39, 14, 32, 33, 4, 
2014/5/22, 37, 15, 33, 22, 6, 
2014/5/23, 43, 19, 41, 19, 5, 
2014/5/24, 56, 29, 41, 22, 8, 
2014/5/25, 72, 29, 26, 18, 5, 
2014/5/26, 65, 14, 28, 25, 8, 
2014/5/27, 38, 33, 45, 24, 7, 
2014/5/28, 74, 45, 39, 32, 10, 
2014/5/29, 90, 50, 34, 40, 12, 
2014/5/30, 105, 56, 57, 35, 11, 
2014/5/31, 119, 52, 94, 20, 6, 
2014/6/1, 117, 53, 81, 26, 6, 
2014/6/2, 122, 54, 45, 23, 5, 
2014/6/3, 120, 48, 38, 21, 8, 
2014/6/4, 112, 15, 23, 22, 4, 
2014/6/5, 38, 8, 26, 20, , 
2014/6/6, 14, 10, 31, 12, , 
2014/6/7, 19, 8, 25, 17, 4, 
2014/6/8, 22, 23, 12, 26, 5, 
2014/6/9, 58, 20, 21, 21, 3, 
2014/6/10, 54, 23, 3, 21, 4, 
2014/6/11, 57, 8, 14, 22, 8, 
2014/6/12, 22, 23, 20, 39, 8, 
2014/6/13, 58, 20, 38, 27, 6, 
2014/6/14, 56, 18, 53, 13, 4, 
2014/6/15, 54, 39, 41, 34, 11, 
2014/6/16, 96, 46, 39, 35, 14, 
2014/6/17, 106, 38, 26, 33, 12, 
2014/6/18, 87, 23, 36, 25, 5, 
2014/6/19, 64, 20, 30, 25, 10, 
2014/6/20, 57, 24, 21, 26, 9, 
2014/6/21, 65, 12, 27, 11, 3, 
2014/6/22, 33, 18, 31, 23, 6, 
2014/6/23, 56, 23, 22, 31, 6, 
2014/6/24, 57, 25, 21, 32, 6, 
2014/6/25, 63, 17, 27, 26, 7, 
2014/6/26, 57, 10, 19, 24, 3, 
2014/6/27, 29, 8, 19, 20, 2, 
2014/6/28, 20, 7, 29, 12, 1, 
2014/6/29, 21, 12, 25, 17, 5, 
2014/6/30, 35, 18, 39, 24, 12, 
2014/1/1, 63, 8, 24, 11, 2, 
2014/1/2, 32, 13, 20, 18, 3, 
2014/1/3, 47, 14, 22, 20, 3, 
2014/1/4, 53, 5, 24, 8, 2, 
2014/1/5, 24, 6, 20, 16, 1, 
2014/1/6, 27, 12, 13, 31, 7, 
2014/1/7, 46, 31, 3, 47, 12, 
2014/1/8, 89, 14, 21, 22, 2, 
2014/1/9, 42, 3, 24, 16, , 
2014/1/10, 18, 14, 10, 39, 8, 
2014/1/11, 56, 15, 16, 27, 5, 
2014/1/12, 60, 6, 27, 10, 2, 
2014/1/13, 26, 6, 25, 18, 2, 
2014/1/14, 28, 13, 9, 32, 2, 
2014/1/15, 49, 14, 11, 36, 6, 
2014/1/16, 55, 9, 15, 25, 2, 
2014/1/17, 39, 15, 12, 29, 8, 
2014/1/18, 57, 8, 26, 9, 4, 
2014/1/19, 32, 16, 17, 40, 9, 
2014/1/20, 54, 24, 19, 37, 4, 
2014/1/21, 75, 20, 20, 27, 4, 
2014/1/22, 65, 11, 19, 25, 4, 
2014/1/23, 43, 22, 12, 38, 6, 
2014/1/24, 58, 55, 1, 71, 14, 
2014/1/27, 58, 17, 23, 29, 8, 
2014/1/28, 61, 12, 23, 25, 8, 
2014/1/29, 42, 26, 17, 38, 6, 
2014/1/30, 73, 15, 19, 26, 2, 
2014/1/31, 46, 18, 16, 31, 3, 
2014/2/1, 65, 39, 9, 32, 5, 
2014/2/2, 103, 59, 11, 52, 9, 
2014/2/3, 142, 17, 20, 22, 2, 
2014/2/4, 49, 5, 23, 13, 2, 
2014/2/5, 23, 6, 22, 15, , 
2014/2/6, 28, 11, 16, 23, 6, 
2014/2/7, 45, 9, 23, 12, 1, 
2014/2/8, 40, 3, 29, 6, 2, 
2014/2/9, 14, 12, 26, 26, 5, 
2014/2/10, 45, 9, 23, 14, 2, 
2014/2/11, 35, 7, 22, 19, 2, 
2014/2/12, 34, 10, 14, 31, 4, 
2014/2/13, 44, 11, 17, 24, 1, 
2014/2/14, 46, 2, 27, 8, , 
2014/2/15, 12, 9, 33, 5, 3, 
2014/2/16, 36, 24, 34, 17, 5, 
2014/2/17, 76, 10, 28, 14, 1, 
2014/2/18, 41, 9, 27, 16, 1, 
2014/2/19, 37, 18, 19, 29, 3, 
2014/2/20, 65, 13, 28, 18, 2, 
2014/2/21, 52, 8, 28, 15, , 
2014/2/22, 38, 12, 26, 13, 3, 
2014/2/23, 50, 14, 23, 28, 3, 
2014/2/24, 55, 31, 23, 39, 10, 
2014/2/25, 98, 43, 25, 34, 11, 
2014/2/26, 119, 55, 11, 50, 11, 
2014/2/27, 131, 26, 28, 28, 4, 
2014/2/28, 73, 30, 22, 27, 2, 
2014/3/1, 86, 15, 27, 10, 1, 
2014/3/2, 54, 9, 24, 18, 2, 
2014/3/3, 39, 14, 27, 22, 7, 
2014/3/4, 53, 22, 13, 33, 3, 
2014/3/5, 73, 8, 31, 11, 2, 
2014/3/6, 34, 10, 26, 22, 4, 
2014/3/7, 45, 11, 26, 21, 4, 
2014/3/8, 49, 11, 31, 12, 7, 
2014/3/9, 48, 9, 30, 14, 3, 
2014/3/10, 37, 8, 25, 18, 4, 
2014/3/11, 36, 34, 31, 44, 14, 
2014/3/12, 104, 41, 24, 35, 4, 
2014/3/13, 93, 7, 26, 20, 2, 
2014/3/14, 26, 7, 30, 14, 6, 
2014/3/15, 32, 21, 46, 19, 5, 
2014/3/16, 68, 35, 37, 32, 8, 
2014/3/17, 94, 33, 35, 25, 6, 
2014/3/18, 89, 20, 36, 20, 3, 
2014/3/19, 64, 11, 16, 27, 2, 
2014/3/20, 43, 3, 34, 9, , 
2014/3/21, 20, 7, 28, 14, 5, 
2014/3/22, 38, 11, 40, 13, 4, 
2014/3/23, 54, 19, 35, 29, 6, 
2014/3/24, 71, 31, 42, 42, 11, 
2014/3/25, 92, 27, 23, 39, 9, 
2014/3/26, 83, 32, 25, 30, 1, 
2014/3/27, 87, 33, 29, 43, 11, 
2014/3/28, 97, 24, 44, 17, 4, 
2014/3/29, 74, 26, 40, 12, 3, 
2014/3/30, 53, 9, 47, 8, 1, 
2014/3/31, 37, 16, 34, 25, 6, 
2019/12/31, , 6, 29, 13, 2, 
2019/10/8, , 10, 30, 12, 2, 2
2019/6/18, , 34, 39, 22, 6, 5
2018/12/31, , 7, 26, 11, 4, 3
2019/2/3, , 9, 32, 12, 2, 4
2018/6/20, , 21, 22, 26, 10, 4
2018/1/11, , 11, 14, 25, 4, 
2017/9/10, , 16, 28, 20, 7, 
2017/6/20, , 32, 23, 20, 7, 
2017/1/1, , 18, 17, 30, 7, 
2016/2/6, , 7, 30, 6, 2, 
2016/2/7, , 11, 20, 22, 3, 
2015/12/31, , 5, 28, 7, 3, 
2014/12/31, , 7, 27, 5, 2, 
2014/12/12, , 9, 21, 21, 4, 
2013/12/31, , 19, 32, 14, 4, 
2014/1/25, , 14, 28, 10, 4, 
2014/1/26, , 8, 24, 20, 7, 
2017/1/17, , , 17, 27, 6, 
